SKU,Medication Name,Category,Strength,Dosage Form,Brand Name,Purchase Price (₦),Selling Price (₦),Current Stock,Reorder Level,Batch Number,Supplier,Warehouse Location,Expiry Date
SKU00188,Chlorpromazine,Psychiatric,50mg,Tablet,Swiss Pharma,15652,22199.26,140,66,BT129519,Emzor Pharmaceuticals,B1,2027-10-19
SKU00189,Empagliflozin,Antidiabetic,25mg,Tablet,Evans,3375,4181.65,762,31,BT251615,Emzor Pharmaceuticals,C3,2030-01-07
SKU00190,Acyclovir,Antiviral,500mg,Capsule,Emzor,12814,17258.1,605,83,BT647316,Evans Medical,C1,2027-05-25
SKU00191,Ipratropium,Respiratory,2mg,Tablet,Drugfield,9912,13534.96,503,81,BT360515,Evans Medical,B3,2027-07-21
SKU00192,Aluminium Hydroxide,General Medicine,25mg,Capsule,May & Baker,13217,20608.38,848,22,BT168822,Fidson Healthcare,A3,2028-02-14
SKU00193,Beclometasone,Respiratory,100mcg,Nebule,GSK,6907,8765.51,692,22,BT965342,Drugfield Pharmaceuticals,B2,2030-03-13
SKU00194,Olanzapine,Psychiatric,5mg,Tablet,Fidson,7270,11276.4,829,87,BT620182,Drugfield Pharmaceuticals,B3,2029-06-19
SKU00195,Sertraline,Psychiatric,5mg,Tablet,Emzor,18820,29798.38,5,49,BT695904,Fidson Healthcare,A2,2028-07-21
SKU00196,Citalopram,Psychiatric,50mg,Tablet,May & Baker,8868,14016.75,45,56,BT621620,Drugfield Pharmaceuticals,C1,2028-05-23
SKU00197,Clonazepam,Psychiatric,10mg,Tablet,May & Baker,5038,5795.43,421,70,BT724499,Evans Medical,D3,2030-02-01
SKU00198,Metronidazole,Antifungal,150mg,Capsule,Juhel,18777,22735.89,274,67,BT271257,May & Baker Nigeria,D3,2029-06-12
SKU00199,Pilocarpine,General Medicine,25mg,Tablet,Evans,18957,23374.72,837,91,BT477038,Emzor Pharmaceuticals,D2,2027-09-05
SKU00200,Propranolol,Antihypertensive,25mg,Tablet,Emzor,421,495.9,511,100,BT383077,Fidson Healthcare,A1,2030-04-13
SKU00201,Dabigatran,Anticoagulant,2.5mg,Tablet,Emzor,11825,15186.43,317,76,BT278712,Fidson Healthcare,B2,2028-09-04
SKU00202,Oxybutynin,General Medicine,10mg,Tablet,Drugfield,5467,6680.95,10,98,BT416560,Drugfield Pharmaceuticals,C3,2028-11-09
SKU00203,Diazepam,Psychiatric,25mg,Tablet,May & Baker,2588,3226.5,373,82,BT788053,Evans Medical,D1,2028-03-26
SKU00204,Topiramate,Antiepileptic,500mg,Tablet,Fidson,3974,5721.19,715,79,BT734673,Emzor Pharmaceuticals,D3,2029-02-09
SKU00205,Quetiapine,Psychiatric,10mg,Tablet,Fidson,19803,24310.43,997,61,BT864849,Emzor Pharmaceuticals,A3,2028-09-05
SKU00206,Ketoconazole,Antifungal,100mg,Tablet,Pfizer,17056,25160.59,555,57,BT398968,Evans Medical,C1,2030-07-10
SKU00207,Lorazepam,Psychiatric,5mg,Tablet,Neimeth,18749,29706.26,677,75,BT504839,Fidson Healthcare,D3,2030-07-04
SKU00208,Clonazepam,Psychiatric,100mg,Tablet,Swiss Pharma,11072,13361.7,789,46,BT282588,Fidson Healthcare,C3,2029-09-19
SKU00209,Diphenhydramine,Antihistamine,10mg,Tablet,Evans,18426,25395.5,971,100,BT526143,Drugfield Pharmaceuticals,C2,2028-07-20
SKU00210,Chloroquine,Antimalarial,200mg,Tablet,Evans,18465,24474.26,199,77,BT244458,Swiss Pharma Nigeria,D1,2029-01-02
SKU00211,Levothyroxine,General Medicine,10mg,Tablet,Evans,17978,26715.25,110,29,BT940403,Fidson Healthcare,D3,2029-08-08
SKU00212,Quinine,Antimalarial,200mg,Tablet,GSK,6207,8849.96,155,66,BT951542,Swiss Pharma Nigeria,B1,2026-11-03
SKU00213,Cyclosporine,General Medicine,100mg,Capsule,Juhel,19805,25726.76,953,39,BT713230,Swiss Pharma Nigeria,B2,2027-06-10
SKU00214,Phenytoin,Antiepileptic,500mg,Capsule,Drugfield,18074,28060.08,87,52,BT678464,Evans Medical,B1,2029-05-23
SKU00215,Gliclazide,Antidiabetic,500mg,Injection,Evans,13106,16387.36,788,24,BT896011,Evans Medical,C1,2027-11-12
SKU00216,Celecoxib,NSAID,200mg,Tablet,Fidson,11022,16483.88,606,92,BT103359,Swiss Pharma Nigeria,B1,2030-06-17
SKU00217,Rivastigmine,General Medicine,10mg,Capsule,Pfizer,15945,23848.87,327,21,BT689742,Drugfield Pharmaceuticals,A2,2029-02-18
SKU00218,Magnesium Sulphate,General Medicine,50mg,Capsule,Drugfield,5687,7320.99,713,79,BT156054,Drugfield Pharmaceuticals,D2,2026-11-21
SKU00219,Losartan,Antihypertensive,10mg,Tablet,Evans,13979,18007.76,216,61,BT361020,Evans Medical,A1,2028-11-03
SKU00220,Dabigatran,Anticoagulant,20mg,Tablet,Drugfield,19246,27451.46,998,23,BT758291,Drugfield Pharmaceuticals,B1,2027-07-13
SKU00221,Terbutaline,Respiratory,2mg,Inhaler,Drugfield,6240,9568.23,663,31,BT840865,Evans Medical,A1,2027-05-16
SKU00222,Clarithromycin,Antibiotic,625mg,Injection,Emzor,12809,15144.95,602,40,BT814483,Swiss Pharma Nigeria,C3,2028-03-27
SKU00223,Venlafaxine,Psychiatric,10mg,Tablet,May & Baker,4212,6511.79,830,57,BT898982,May & Baker Nigeria,C3,2029-06-21
SKU00224,Morphine,Analgesic,650mg,Tablet,Neimeth,5310,6528.03,854,91,BT734674,Evans Medical,D3,2026-10-18
SKU00225,Gabapentin,Antiepileptic,200mg,Tablet,Pfizer,10604,16655.35,542,60,BT681297,Evans Medical,C1,2030-05-05
SKU00226,Atorvastatin,Statin,80mg,Tablet,Fidson,10179,12910.69,159,22,BT499649,Emzor Pharmaceuticals,D1,2029-08-25
SKU00227,Budesonide,Respiratory,2mg,Inhaler,Emzor,9118,13215.64,50,43,BT504361,Swiss Pharma Nigeria,B3,2027-01-29
SKU00228,Magnesium Hydroxide,General Medicine,25mg,Capsule,Evans,19420,24082.34,445,46,BT201619,Swiss Pharma Nigeria,D3,2028-06-26
SKU00229,Levodopa,General Medicine,50mg,Capsule,Pfizer,12524,16496.78,704,54,BT879488,Emzor Pharmaceuticals,B1,2030-05-31
SKU00230,Spironolactone,Diuretic,40mg,Tablet,Evans,14202,19363.39,826,24,BT703714,May & Baker Nigeria,D2,2028-10-21
SKU00231,Escitalopram,Psychiatric,100mg,Tablet,Juhel,5260,8193.29,591,50,BT984353,Evans Medical,D1,2028-10-16
SKU00232,Cefixime,Antibiotic,250mg,Suspension,Emzor,5839,7147.72,854,68,BT787716,Swiss Pharma Nigeria,A1,2029-06-08
SKU00233,Methyldopa,Antihypertensive,25mg,Tablet,Juhel,9611,11480.35,257,83,BT534744,Emzor Pharmaceuticals,C1,2028-07-11
SKU00234,Moxifloxacin,Antibiotic,1g,Suspension,Emzor,113,139.03,149,34,BT795393,Evans Medical,B3,2028-06-05
SKU00235,Imipenem,Antibiotic,1g,Tablet,Juhel,3173,4292.26,155,29,BT281269,Emzor Pharmaceuticals,B1,2029-08-24
SKU00236,Prednisolone,Corticosteroid,20mg,Cream,Drugfield,14884,20262.8,900,35,BT368775,May & Baker Nigeria,C2,2028-03-02
SKU00237,Levetiracetam,Antiepileptic,300mg,Capsule,Juhel,6757,8357.66,647,94,BT687023,Drugfield Pharmaceuticals,A2,2027-11-01
SKU00238,Valacyclovir,Antiviral,800mg,Capsule,Emzor,17015,21013.19,859,53,BT976531,Drugfield Pharmaceuticals,B2,2028-07-18
SKU00239,Methyldopa,Antihypertensive,10mg,Tablet,Juhel,3157,3694.47,361,73,BT196366,Swiss Pharma Nigeria,C3,2029-02-27
SKU00240,Meloxicam,NSAID,100mg,Tablet,Juhel,7630,11960.91,636,33,BT412773,Fidson Healthcare,B3,2030-06-13
SKU00241,Atorvastatin,Statin,20mg,Tablet,Emzor,11122,15815.15,397,73,BT554054,Drugfield Pharmaceuticals,B2,2030-06-27
SKU00242,Amlodipine,Antihypertensive,5mg,Tablet,Fidson,2843,4409.27,274,76,BT579104,May & Baker Nigeria,A1,2030-05-26
SKU00243,Vitamin D3,General Medicine,25mg,Capsule,GSK,12964,20189.34,681,24,BT214599,Swiss Pharma Nigeria,C1,2028-05-22
SKU00244,Bisoprolol,Antihypertensive,5mg,Tablet,Neimeth,2548,3525.87,172,30,BT821990,Drugfield Pharmaceuticals,C3,2028-07-10
SKU00245,Isoniazid,Antibiotic,250mg,Injection,May & Baker,12389,18600.59,509,70,BT330953,May & Baker Nigeria,C1,2027-01-30
SKU00246,Rifampicin,Antibiotic,625mg,Tablet,May & Baker,8741,12813.59,710,46,BT679243,Evans Medical,D3,2029-01-07
SKU00247,Levodopa,General Medicine,10mg,Capsule,Neimeth,14567,23010.71,580,36,BT521221,Swiss Pharma Nigeria,D1,2027-05-24
SKU00248,Tranexamic Acid,General Medicine,100mg,Capsule,Swiss Pharma,6026,8237.03,863,60,BT396791,Evans Medical,B3,2029-06-20
SKU00249,Rifampicin,Antibiotic,625mg,Tablet,Evans,17585,24423.64,962,77,BT494290,Evans Medical,C1,2029-10-15
SKU00250,Quinine,Antimalarial,100mg,Injection,Drugfield,1657,2176.07,396,91,BT671761,Emzor Pharmaceuticals,D2,2030-03-29
SKU00251,Praziquantel,General Medicine,100mg,Capsule,Emzor,3534,5268.33,958,34,BT452276,Emzor Pharmaceuticals,B3,2027-10-18
SKU00252,Mebendazole,Antifungal,150mg,Tablet,Fidson,12124,17170.4,588,96,BT497829,Swiss Pharma Nigeria,D1,2027-11-01
SKU00253,Rifampicin,Antibiotic,250mg,Injection,Drugfield,2060,2791.73,928,52,BT539394,Evans Medical,B2,2027-12-06
SKU00254,Pramipexole,General Medicine,25mg,Capsule,Juhel,18510,26913.93,513,96,BT605646,Fidson Healthcare,A1,2027-12-05
SKU00255,Metformin,Antidiabetic,10mg,Injection,Evans,1251,1563.91,364,99,BT689502,Emzor Pharmaceuticals,D1,2028-06-04
SKU00256,Sodium Valproate,Antiepileptic,300mg,Tablet,Neimeth,6128,7925.29,649,62,BT966292,Fidson Healthcare,D2,2028-05-09
SKU00257,Magnesium Hydroxide,General Medicine,50mg,Capsule,Drugfield,7011,10447.6,489,21,BT394850,Swiss Pharma Nigeria,A2,2030-06-09
SKU00258,Empagliflozin,Antidiabetic,10mg,Tablet,Fidson,9505,13824.59,134,28,BT516434,Fidson Healthcare,A3,2029-06-19
SKU00259,Esomeprazole,Antifungal,150mg,Capsule,Evans,13329,16722.53,301,30,BT285371,Emzor Pharmaceuticals,A2,2027-08-05
SKU00260,Dorzolamide,General Medicine,100mg,Capsule,Evans,3544,4793.9,512,88,BT400533,Emzor Pharmaceuticals,D3,2027-03-20
SKU00261,Calcium Carbonate,General Medicine,25mg,Capsule,GSK,4930,5727.01,724,67,BT230328,Evans Medical,A1,2028-01-07
SKU00262,Acyclovir,Antiviral,400mg,Tablet,GSK,13978,17286.67,380,22,BT677622,May & Baker Nigeria,B2,2027-06-19
SKU00263,Vitamin B Complex,General Medicine,10mg,Capsule,Drugfield,11667,16797.29,598,42,BT577065,Drugfield Pharmaceuticals,B2,2030-04-15
SKU00264,Acyclovir,Antiviral,500mg,Tablet,GSK,9828,12104.32,719,65,BT112593,Emzor Pharmaceuticals,B2,2028-09-14
SKU00265,Tamsulosin,General Medicine,5mg,Tablet,Fidson,15675,19556.01,764,56,BT905105,May & Baker Nigeria,D1,2027-04-13
SKU00266,Beclometasone,Respiratory,100mcg,Tablet,Juhel,8493,10398.32,100,98,BT217825,Fidson Healthcare,A3,2028-05-13
SKU00267,Allopurinol,General Medicine,100mg,Capsule,Swiss Pharma,12052,13957.06,441,67,BT166219,Fidson Healthcare,A1,2028-11-25
SKU00268,Artemether,Antimalarial,20/120mg,Injection,Swiss Pharma,1651,2067.83,367,29,BT350965,May & Baker Nigeria,D2,2026-11-10
SKU00269,Domperidone,General Medicine,10mg,Capsule,Neimeth,12648,17973.26,292,56,BT245614,Swiss Pharma Nigeria,A3,2029-01-25
SKU00270,Chlorpheniramine,Antihistamine,180mg,Syrup,Drugfield,12451,18674.62,532,52,BT944555,May & Baker Nigeria,C1,2028-06-07
SKU00271,Quinine,Antimalarial,50mg,Tablet,GSK,1487,2239.12,936,60,BT580793,Fidson Healthcare,D3,2028-02-09
SKU00272,Methotrexate,General Medicine,100mg,Capsule,Neimeth,4584,6804.55,461,55,BT171052,Drugfield Pharmaceuticals,C3,2027-07-09
SKU00273,Sulfadoxine,Antimalarial,20/120mg,Tablet,Emzor,11480,15822.85,182,34,BT785090,May & Baker Nigeria,C1,2028-05-11
SKU00274,Moxifloxacin,Antibiotic,125mg,Tablet,Drugfield,4993,6794.66,617,65,BT259154,May & Baker Nigeria,A2,2029-12-09
SKU00275,Ipratropium,Respiratory,2mg,Nebule,Emzor,9148,11306.93,614,24,BT771905,Evans Medical,A2,2028-09-07
SKU00276,Olanzapine,Psychiatric,25mg,Tablet,GSK,6832,9355.49,998,100,BT342109,Fidson Healthcare,B3,2030-01-12
SKU00277,Doxycycline,Antibiotic,625mg,Suspension,Pfizer,4304,5427.98,281,66,BT380732,Evans Medical,B3,2028-04-28
SKU00278,Ibuprofen,NSAID,200mg,Capsule,May & Baker,2220,3012.68,843,31,BT329489,May & Baker Nigeria,C2,2027-07-02
SKU00279,Chlorpromazine,Psychiatric,50mg,Tablet,Drugfield,7584,11491.2,329,94,BT921306,Swiss Pharma Nigeria,D2,2029-10-20
SKU00280,Budesonide,Respiratory,4mg,Nebule,GSK,19578,30854.88,742,68,BT355621,Drugfield Pharmaceuticals,B1,2028-04-08
SKU00281,Ferrous Sulphate,General Medicine,5mg,Capsule,Emzor,4986,7608.63,525,85,BT549697,Swiss Pharma Nigeria,D2,2028-01-18
SKU00282,Ondansetron,General Medicine,5mg,Capsule,Juhel,12527,15639.88,390,64,BT605505,Swiss Pharma Nigeria,D2,2027-04-17
SKU00283,Carbimazole,Antifungal,500mg,Cream,Drugfield,1070,1446.69,391,87,BT416658,Drugfield Pharmaceuticals,B1,2029-11-20
SKU00284,Diclofenac,NSAID,200mg,Gel,Neimeth,19985,28843.73,372,73,BT378495,Emzor Pharmaceuticals,C3,2030-06-17
SKU00285,Vitamin B Complex,General Medicine,50mg,Tablet,Drugfield,673,800.76,933,96,BT110913,Swiss Pharma Nigeria,B3,2026-10-31
SKU00286,Doxycycline,Antibiotic,125mg,Capsule,Evans,5670,7487.26,748,36,BT393141,Drugfield Pharmaceuticals,B3,2027-07-11
SKU00287,Linezolid,Antibiotic,500mg,Tablet,Fidson,8979,11440.95,813,49,BT902964,Fidson Healthcare,C1,2027-02-06
SKU00288,Artesunate,Antimalarial,20/120mg,Injection,GSK,17958,22766.11,79,24,BT632013,Emzor Pharmaceuticals,D1,2028-01-12
SKU00289,Gliclazide,Antidiabetic,10mg,Injection,May & Baker,16728,25284.41,282,97,BT388397,Evans Medical,D1,2028-09-20
SKU00290,Fexofenadine,Antihistamine,120mg,Syrup,Emzor,9942,15682.92,792,86,BT548827,Emzor Pharmaceuticals,A2,2027-03-26
SKU00291,Ampicillin,Antibiotic,1g,Suspension,Juhel,9453,11951.16,507,86,BT779120,May & Baker Nigeria,C3,2027-09-13
SKU00292,Venlafaxine,Psychiatric,50mg,Tablet,Drugfield,3795,4811.26,565,81,BT578956,Swiss Pharma Nigeria,D1,2030-02-08
SKU00293,Ramipril,Antihypertensive,25mg,Tablet,Drugfield,19142,23499.33,821,42,BT441409,Swiss Pharma Nigeria,A2,2029-10-27
SKU00294,Sulfasalazine,General Medicine,50mg,Capsule,Neimeth,4193,6294.32,737,38,BT180834,Swiss Pharma Nigeria,C1,2029-08-25
SKU00295,Moxifloxacin,Antibiotic,625mg,Capsule,Pfizer,138,206.94,323,63,BT889568,Evans Medical,A3,2029-02-15
SKU00296,Tamsulosin,General Medicine,10mg,Tablet,May & Baker,19666,27831.65,950,30,BT115121,Fidson Healthcare,A1,2028-06-11
SKU00297,Morphine,Analgesic,650mg,Tablet,Evans,4126,5555.41,513,21,BT113881,Drugfield Pharmaceuticals,C3,2028-06-18
SKU00298,Enoxaparin,Anticoagulant,5mg,Tablet,Drugfield,12543,19440.91,763,79,BT906457,Swiss Pharma Nigeria,C1,2029-02-26
SKU00299,Nitroglycerin,General Medicine,50mg,Tablet,GSK,1473,1711.63,633,97,BT963105,Drugfield Pharmaceuticals,D2,2028-08-07
SKU00300,Sulfasalazine,General Medicine,10mg,Tablet,May & Baker,3687,5662.44,447,82,BT157174,Evans Medical,A2,2028-03-27
SKU00301,Quinine,Antimalarial,20/120mg,Tablet,Swiss Pharma,13310,17689.53,586,28,BT753027,May & Baker Nigeria,B1,2027-10-15
SKU00302,Hydroxychloroquine,Antimalarial,50mg,Injection,Emzor,14910,18396.14,902,68,BT518845,Evans Medical,C3,2028-07-25
SKU00303,Sodium Valproate,Antiepileptic,300mg,Tablet,Drugfield,9487,12032.76,265,28,BT426026,Evans Medical,A2,2029-05-07
SKU00304,Tetracycline,Antibiotic,125mg,Tablet,Evans,3036,4697.01,14,88,BT943607,Drugfield Pharmaceuticals,A2,2027-08-06
SKU00305,Budesonide,Respiratory,2mg,Nebule,Emzor,3055,4580.25,71,47,BT121833,Fidson Healthcare,D3,2028-09-20
SKU00306,Pioglitazone,Antidiabetic,25mg,Tablet,Emzor,9812,14460.86,71,87,BT172470,Emzor Pharmaceuticals,C3,2030-03-02
SKU00307,Insulin Glargine,Antidiabetic,1000mg,Tablet,Emzor,11610,18498.04,958,72,BT647844,Drugfield Pharmaceuticals,C2,2029-11-29
SKU00308,Sertraline,Psychiatric,25mg,Tablet,Neimeth,6598,7814.17,878,68,BT275780,Swiss Pharma Nigeria,A3,2030-04-11
SKU00309,Nitrofurantoin,General Medicine,50mg,Tablet,Drugfield,15037,23100.23,109,54,BT831695,Drugfield Pharmaceuticals,B2,2029-11-12
SKU00310,Fluoxetine,Psychiatric,50mg,Tablet,Pfizer,4981,7680.41,779,71,BT981314,Emzor Pharmaceuticals,A3,2027-07-11
SKU00311,Aluminium Hydroxide,General Medicine,100mg,Tablet,Fidson,18628,23709.46,610,20,BT857425,Swiss Pharma Nigeria,C2,2029-02-19
SKU00312,Ibuprofen,NSAID,200mg,Gel,May & Baker,8631,10158.62,311,65,BT211878,Swiss Pharma Nigeria,D1,2029-06-20
SKU00313,Albendazole,Antifungal,100mg,Tablet,GSK,11747,17161.16,726,89,BT864185,Drugfield Pharmaceuticals,B3,2028-01-06
SKU00314,Ferrous Sulphate,General Medicine,10mg,Tablet,Swiss Pharma,7325,10457.43,991,72,BT663475,Drugfield Pharmaceuticals,A1,2029-12-24
SKU00315,Tranexamic Acid,General Medicine,50mg,Capsule,May & Baker,18459,25831.36,516,30,BT215218,Evans Medical,B3,2028-10-14
SKU00316,Amoxicillin,Antibiotic,1g,Tablet,GSK,11145,13145.93,792,81,BT247082,Emzor Pharmaceuticals,A2,2028-10-27
SKU00317,Erythromycin,Antibiotic,625mg,Capsule,May & Baker,3384,4827.2,795,88,BT636059,Fidson Healthcare,B1,2029-11-12
SKU00318,Linezolid,Antibiotic,500mg,Injection,Evans,16498,26161.63,492,24,BT380985,Swiss Pharma Nigeria,D3,2027-02-26
SKU00319,Celecoxib,NSAID,50mg,Gel,Drugfield,17050,20761.95,706,91,BT420405,May & Baker Nigeria,C3,2027-04-17
SKU00320,Ibuprofen,NSAID,500mg,Gel,Pfizer,2247,2762.22,536,30,BT557464,Fidson Healthcare,C2,2029-03-27
SKU00321,Donepezil,General Medicine,100mg,Tablet,Neimeth,2451,3578.02,379,94,BT213398,Emzor Pharmaceuticals,C2,2028-10-23
SKU00322,Pilocarpine,General Medicine,5mg,Tablet,Fidson,14899,20571.48,299,91,BT691801,Swiss Pharma Nigeria,B3,2029-08-27
SKU00323,Cimetidine,General Medicine,5mg,Capsule,Drugfield,18268,22333.13,67,71,BT277874,Emzor Pharmaceuticals,C2,2027-12-30
SKU00324,Insulin Regular,Antidiabetic,25mg,Tablet,GSK,1156,1542.5,325,42,BT788836,Drugfield Pharmaceuticals,D1,2030-02-26
SKU00325,Clopidogrel,Anticoagulant,2.5mg,Injection,Neimeth,18790,27317.44,768,85,BT979901,Emzor Pharmaceuticals,D1,2028-09-20
SKU00326,Oseltamivir,Antiviral,500mg,Tablet,Juhel,1080,1311.82,123,98,BT359976,Emzor Pharmaceuticals,A1,2029-07-14
SKU00327,Citalopram,Psychiatric,50mg,Tablet,Emzor,7169,9523.75,393,72,BT808560,Drugfield Pharmaceuticals,B2,2029-07-13
SKU00328,Ferrous Sulphate,General Medicine,100mg,Capsule,Pfizer,5702,8941.61,716,57,BT776375,Emzor Pharmaceuticals,C2,2029-06-18
SKU00329,Meropenem,Antibiotic,500mg,Tablet,GSK,763,1125.11,773,55,BT400231,Swiss Pharma Nigeria,A1,2028-09-14
SKU00330,Tazobactam,Antibiotic,250mg,Tablet,Neimeth,10427,16022.45,214,25,BT653800,Drugfield Pharmaceuticals,B2,2028-02-26
SKU00331,Artesunate,Antimalarial,50mg,Tablet,Evans,4068,5888.28,475,54,BT127710,Emzor Pharmaceuticals,A2,2029-04-21
SKU00332,Sildenafil,General Medicine,25mg,Tablet,Swiss Pharma,13435,19165.09,990,20,BT134559,Fidson Healthcare,B3,2028-10-24
SKU00333,Atorvastatin,Statin,40mg,Tablet,Neimeth,16963,21351.05,550,48,BT524514,Evans Medical,A2,2029-06-02
SKU00334,Cloxacillin,Antibiotic,625mg,Injection,GSK,1280,1657.58,328,33,BT236543,Drugfield Pharmaceuticals,A3,2028-07-31
SKU00335,Rosuvastatin,Statin,40mg,Tablet,Drugfield,14835,23298.64,985,26,BT660441,May & Baker Nigeria,D2,2028-03-19
SKU00336,Warfarin,Anticoagulant,20mg,Tablet,Pfizer,18559,27790.55,417,94,BT997225,Emzor Pharmaceuticals,C3,2026-10-23
SKU00337,Colchicine,General Medicine,5mg,Capsule,Evans,6111,7790.04,302,89,BT619068,Swiss Pharma Nigeria,B1,2030-04-19
SKU00338,Empagliflozin,Antidiabetic,500mg,Injection,Neimeth,10600,12748.77,878,68,BT622440,Drugfield Pharmaceuticals,B2,2027-03-21
SKU00339,Diphenhydramine,Antihistamine,10mg,Tablet,Evans,16863,26542.99,133,40,BT512102,Fidson Healthcare,D2,2028-03-07
SKU00340,Tamsulosin,General Medicine,5mg,Tablet,May & Baker,14857,19471.39,746,38,BT100227,Emzor Pharmaceuticals,B1,2030-05-28
SKU00341,Hydralazine,Antihypertensive,100mg,Tablet,Drugfield,3148,4373.97,1000,85,BT301077,Fidson Healthcare,A3,2026-11-23
SKU00342,Beclometasone,Respiratory,100mcg,Inhaler,Fidson,17210,21728.7,929,88,BT102779,May & Baker Nigeria,B3,2029-08-27
SKU00343,Ferrous Sulphate,General Medicine,5mg,Tablet,Neimeth,8698,13857.45,295,58,BT561488,Emzor Pharmaceuticals,B2,2027-11-12
SKU00344,Tacrolimus,General Medicine,100mg,Tablet,May & Baker,19548,26843.47,891,66,BT721172,Swiss Pharma Nigeria,B1,2029-11-01
SKU00345,Nystatin,Statin,40mg,Tablet,May & Baker,7611,11440.33,653,97,BT464421,Emzor Pharmaceuticals,D1,2027-06-26
SKU00346,Atenolol,Antihypertensive,10mg,Tablet,Emzor,11127,15477.39,782,96,BT225002,May & Baker Nigeria,C3,2028-05-30
SKU00347,Amoxicillin,Antibiotic,1g,Injection,Drugfield,3566,5394.48,636,36,BT809198,Emzor Pharmaceuticals,A2,2028-01-05
SKU00348,Meropenem,Antibiotic,250mg,Capsule,Swiss Pharma,3427,5009.44,384,84,BT961128,Drugfield Pharmaceuticals,D3,2030-04-24
SKU00349,Hydralazine,Antihypertensive,100mg,Tablet,Fidson,13605,21388.79,965,44,BT464344,Drugfield Pharmaceuticals,C1,2029-03-04
SKU00350,Ceftriaxone,Antibiotic,125mg,Tablet,Pfizer,1118,1624.55,272,64,BT693828,Emzor Pharmaceuticals,D1,2030-01-18
SKU00351,Lamotrigine,Antiepileptic,300mg,Tablet,Emzor,17292,21702.79,480,76,BT818071,May & Baker Nigeria,D1,2028-12-12
SKU00352,Gentamicin,General Medicine,50mg,Tablet,Evans,13215,18909.81,295,22,BT277680,Fidson Healthcare,B3,2028-03-22
SKU00353,Finasteride,General Medicine,5mg,Tablet,Juhel,5592,6810.51,40,63,BT651175,Drugfield Pharmaceuticals,D1,2030-05-24
SKU00354,Mebendazole,Antifungal,200mg,Cream,Emzor,2027,3035.92,496,75,BT878312,May & Baker Nigeria,D1,2026-11-17
SKU00355,Amoxicillin,Antibiotic,1g,Suspension,GSK,3971,5467.94,773,36,BT411385,Emzor Pharmaceuticals,A2,2028-11-28
SKU00356,Meropenem,Antibiotic,1g,Suspension,GSK,11530,16320.62,874,21,BT261642,Emzor Pharmaceuticals,D3,2028-08-30
SKU00357,Pyrimethamine,Antimalarial,200mg,Injection,Pfizer,10845,13513.61,593,59,BT579030,Drugfield Pharmaceuticals,B3,2029-03-14
SKU00358,Cimetidine,General Medicine,5mg,Capsule,Evans,18532,23754.69,174,35,BT932126,Evans Medical,B2,2027-11-18
SKU00359,Pyrazinamide,Antibiotic,625mg,Suspension,Evans,16722,22525.07,480,27,BT627436,Drugfield Pharmaceuticals,C3,2029-09-05
SKU00360,Carbamazepine,Antiepileptic,300mg,Tablet,May & Baker,18706,23242.87,252,24,BT482208,May & Baker Nigeria,B3,2028-07-30
SKU00361,Tadalafil,General Medicine,50mg,Tablet,Neimeth,14464,22629.94,45,49,BT275786,Emzor Pharmaceuticals,A2,2027-01-19
SKU00362,Azathioprine,General Medicine,100mg,Capsule,Swiss Pharma,1847,2199.33,55,71,BT807873,Drugfield Pharmaceuticals,C3,2027-06-15
SKU00363,Ketoconazole,Antifungal,500mg,Capsule,Evans,11880,14550.61,420,90,BT486939,Fidson Healthcare,A2,2027-12-27
SKU00364,Methyldopa,Antihypertensive,10mg,Tablet,Evans,1740,2589.1,632,90,BT683454,Emzor Pharmaceuticals,C2,2030-03-23
SKU00365,Rifampicin,Antibiotic,125mg,Tablet,Neimeth,17176,21739.02,297,46,BT712715,May & Baker Nigeria,B3,2028-07-31
SKU00366,Nitroglycerin,General Medicine,50mg,Tablet,Emzor,18341,28447.59,632,79,BT320142,Fidson Healthcare,D1,2027-05-01
SKU00367,Ibuprofen,NSAID,50mg,Tablet,Drugfield,3556,4154.09,742,58,BT106392,Emzor Pharmaceuticals,C3,2028-02-09
SKU00368,Levodopa,General Medicine,100mg,Capsule,Juhel,13361,19663.53,411,86,BT446579,Swiss Pharma Nigeria,B2,2028-04-15
SKU00369,Praziquantel,General Medicine,25mg,Capsule,Neimeth,1263,1976.16,389,38,BT634053,Swiss Pharma Nigeria,B2,2029-06-16
SKU00370,Praziquantel,General Medicine,50mg,Tablet,Pfizer,1642,2016.2,662,29,BT277183,Fidson Healthcare,C1,2029-08-26
SKU00371,Diltiazem,Antihypertensive,100mg,Tablet,Evans,9920,12355.05,449,36,BT130956,Evans Medical,D1,2030-02-03
SKU00372,Haloperidol,Psychiatric,25mg,Tablet,Neimeth,10506,12307.61,6,72,BT225344,Swiss Pharma Nigeria,C1,2029-01-21
SKU00373,Esomeprazole,Antifungal,200mg,Cream,Swiss Pharma,7890,10157.64,825,62,BT848070,Drugfield Pharmaceuticals,B1,2028-03-25
SKU00374,Montelukast,Respiratory,4mg,Nebule,Juhel,1876,2206.09,24,70,BT823639,Fidson Healthcare,A1,2028-09-19
SKU00375,Prednisolone,Corticosteroid,4mg,Tablet,Emzor,16337,22537.25,976,55,BT508086,Emzor Pharmaceuticals,A2,2030-04-17
